datetime,temp,tempmin,tempmax,dew,humidity,windspeed,winddir,solarenergy
2023-09-22,74.5,66.3,85.2,62.6,69.7,5.8,347.3,22.0
2023-09-23,75.1,67.9,87.9,62.7,68.9,3.6,358.6,23.4
2023-09-24,75.7,66.3,91.7,64.7,71.7,8.1,268.9,21.5
2023-09-25,75.0,62.5,89.7,61.5,66.7,6.9,224.1,18.2
2023-09-26,73.9,57.8,87.5,56.5,58.0,5.8,78.8,24.3
2023-09-27,75.4,64.6,89.7,59.5,63.1,6.7,296.2,20.3
2023-09-28,73.3,65.9,88.6,63.1,73.4,6.9,267.7,18.9
2023-09-29,74.0,66.1,84.5,62.9,70.8,4.0,132.5,19.3
2023-09-30,71.1,66.1,83.4,62.9,76.7,4.5,24.4,17.8
2023-10-01,73.5,63.2,85.4,61.6,69.5,6.9,244.0,20.5
2023-10-02,72.7,64.0,84.8,62.1,71.7,5.4,75.0,15.3
2023-10-03,73.1,63.6,84.5,63.1,73.7,4.5,67.9,17.1
2023-10-04,68.5,62.0,78.2,63.5,84.9,4.7,59.4,11.2
2023-10-05,70.6,58.9,86.3,62.0,76.8,3.6,117.7,18.5
2023-10-06,73.5,65.6,88.4,61.1,68.7,10.3,64.4,21.7
2023-10-07,71.2,66.0,78.0,62.8,75.7,5.4,93.3,14.8
2023-10-08,69.6,61.2,80.7,57.7,67.0,6.0,101.9,13.8
2023-10-09,67.4,60.3,73.5,57.0,69.9,5.8,78.1,13.5
2023-10-10,66.4,62.3,73.7,61.7,85.5,7.6,99.1,4.4
2023-10-11,66.9,59.3,75.9,59.7,79.7,13.9,243.8,17.5
2023-10-12,68.2,57.3,78.2,59.7,76.5,4.6,224.2,16.2
2023-10-13,69.4,58.9,81.2,59.7,73.9,4.5,277.1,18.3
2023-10-14,70.4,63.2,82.7,62.4,77.6,5.9,43.4,19.6
2023-10-15,71.8,62.9,82.1,60.5,69.6,10.3,78.4,16.8
2023-10-16,69.6,59.1,81.6,55.6,64.5,4.5,72.3,20.9
2023-10-17,65.9,52.8,78.2,49.9,58.6,8.1,87.9,22.2
2023-10-18,61.5,50.4,71.7,51.3,72.2,2.2,245.0,15.7
2023-10-19,65.7,58.7,73.4,53.9,68.1,9.0,122.3,9.2
2023-10-20,67.4,53.7,78.9,52.4,60.8,9.2,147.2,10.4
2023-10-21,69.5,63.8,78.9,60.2,73.4,4.0,152.0,13.9
2023-10-22,68.8,57.3,80.9,56.8,68.7,5.4,204.8,19.7
2023-10-23,65.9,52.1,79.9,51.2,65.2,5.8,226.6,21.3
2023-10-24,66.2,53.3,82.1,54.7,69.8,9.2,225.5,20.8
2023-10-25,67.8,56.0,81.2,56.4,70.2,4.5,261.4,20.7
2023-10-26,70.7,61.1,82.5,58.6,68.2,5.0,299.7,17.1
2023-10-27,70.4,63.8,80.0,61.6,75.5,6.9,93.8,16.9
2023-10-28,70.3,60.9,82.0,59.6,71.5,11.4,115.5,18.2
2023-10-29,71.1,62.7,82.8,60.5,72.2,6.9,284.3,16.6
2023-10-30,69.9,62.9,80.8,61.0,75.8,4.0,276.0,16.5
2023-10-31,69.3,60.7,80.5,59.5,73.3,4.5,103.4,11.9
2023-11-01,68.9,59.3,79.6,53.7,59.8,5.8,60.2,20.3
2025-06-04,79.4,64.3,98.5,55.7,52.6,7.6,319.0,26.5
2025-06-05,81.5,64.5,101.4,56.2,49.0,10.7,304.9,27.9
2025-06-06,80.9,65.6,101.0,58.3,54.6,11.9,266.2,28.0
2025-06-07,79.1,63.6,98.1,58.6,56.7,8.9,287.1,26.5
2025-06-08,80.4,64.5,101.0,58.6,57.3,11.0,264.0,29.3
2025-06-09,78.0,63.1,97.8,58.3,56.2,11.6,257.9,25.2
2025-06-10,75.2,65.0,88.8,59.5,60.7,8.5,269.3,17.5
2025-06-11,75.9,64.1,93.8,60.0,63.9,3.4,262.9,19.3
2025-06-12,76.0,65.4,89.9,61.2,64.4,6.5,261.0,20.6
2025-06-13,78.6,67.9,94.0,62.8,63.0,7.2,287.5,24.9
2025-06-14,80.6,71.0,89.9,59.7,52.3,11.6,75.7,24.3
2025-06-15,80.1,69.7,90.1,56.6,46.4,11.9,81.3,23.5
2025-06-16,78.2,69.5,87.5,56.6,48.7,8.1,73.1,16.7
2025-06-17,72.2,69.0,76.2,59.5,64.7,3.8,70.4,6.9
2025-06-18,72.2,67.4,84.3,61.5,70.4,4.5,224.7,11.8
2025-03-01,71.6,54.5,87.9,43.2,42.6,6.7,306.0,24.0
2025-03-02,70.6,49.4,89.7,36.8,37.2,6.8,308.1,25.1
2025-03-03,71.2,53.0,88.6,37.3,34.3,10.7,303.7,24.0
2025-03-04,70.6,51.2,88.2,30.6,29.3,10.7,285.9,25.2
2025-03-05,69.8,48.3,89.8,31.8,32.0,6.3,288.3,25.7
2025-03-06,69.3,50.6,89.0,28.1,25.4,9.4,296.5,26.1
2025-03-07,66.3,47.4,84.3,34.2,36.3,6.7,302.2,25.2
2025-03-08,68.1,50.3,85.2,36.0,34.4,10.3,283.5,25.4
2025-03-09,67.6,46.5,87.9,29.8,33.2,13.9,251.0,26.3
2025-03-10,64.9,46.1,84.3,24.1,25.4,9.3,297.2,26.8
2025-03-11,66.8,43.0,87.8,25.5,27.4,8.9,297.4,26.7
2025-03-12,69.4,48.8,85.6,30.0,26.2,11.9,309.6,26.2
2025-03-13,68.2,47.9,86.1,29.0,27.8,13.7,306.6,26.8
2025-03-14,66.4,46.7,84.3,29.9,31.2,31.1,286.7,26.7
2025-03-15,65.5,42.9,83.4,25.7,28.0,9.8,289.9,26.8
2025-03-16,65.8,44.3,89.7,31.1,36.5,2.2,169.0,27.2
2025-03-17,70.0,51.9,89.7,37.0,34.7,7.1,155.8,26.9
2025-03-18,72.3,54.1,89.3,42.3,38.7,11.4,298.1,25.6
2025-03-19,70.0,48.8,87.9,32.7,35.6,9.0,296.7,27.8
2025-03-20,69.6,48.8,89.7,34.2,30.0,5.3,294.8,27.0
2025-03-21,70.8,52.9,86.4,36.7,33.0,9.4,290.7,26.1
2025-03-22,71.9,53.0,89.0,32.8,27.5,9.0,308.7,27.4
2025-03-23,70.8,50.3,89.7,31.5,27.2,6.7,298.3,27.1
2025-03-24,71.6,52.8,88.4,34.9,30.7,5.7,299.4,26.6
2025-03-25,72.0,51.2,91.5,31.3,25.7,8.0,205.0,27.5
2025-03-26,71.3,51.5,89.0,33.3,27.4,8.1,222.4,27.3
2025-03-27,71.2,57.3,87.5,35.4,30.5,19.7,265.0,28.1
2025-03-28,68.6,48.8,87.9,29.9,29.9,5.7,269.7,28.8
2025-03-29,69.8,48.6,88.5,28.5,26.2,6.7,287.5,28.5
2025-03-30,70.6,48.3,92.0,27.8,26.1,6.2,288.1,28.2
2025-03-31,71.2,47.6,93.5,28.1,26.1,5.8,271.5,28.7
2025-04-01,73.5,51.7,92.9,29.5,23.7,9.3,271.7,28.9
2025-04-02,71.9,51.5,91.5,34.7,32.0,10.2,241.5,28.1
2025-04-03,69.9,49.4,88.8,34.6,33.3,9.3,261.8,28.8
2025-04-04,70.1,51.9,87.0,40.4,40.3,11.4,251.1,28.4
2025-04-05,71.9,55.9,86.3,41.9,37.1,9.7,229.9,28.3
2025-04-06,69.6,51.5,86.1,37.2,40.9,10.7,237.5,29.2
2025-04-07,67.7,50.6,83.5,34.5,35.1,7.5,28.1,29.1
2025-04-08,69.2,54.0,84.6,36.4,34.2,7.1,53.1,28.2
2025-04-09,70.9,54.2,87.0,42.2,41.0,6.3,221.9,27.5
2025-04-10,74.1,56.9,91.7,42.1,38.2,6.2,78.0,28.2
2025-04-11,72.0,52.9,91.5,26.8,21.8,6.3,81.1,29.5
2025-04-12,71.0,53.3,87.5,23.5,20.1,7.6,124.3,30.0
2025-04-13,71.8,50.4,90.8,29.1,25.3,12.8,35.1,29.6
2025-04-14,74.0,53.5,91.6,37.2,31.7,4.9,325.8,29.1
2025-04-15,75.1,55.1,91.7,38.7,31.7,10.3,227.3,28.1
2025-04-16,72.8,54.2,89.8,36.9,30.4,6.7,324.7,23.4
2025-04-17,74.9,55.5,93.2,43.1,37.5,6.9,286.2,27.9
2025-04-18,73.6,55.1,91.7,39.6,33.0,8.5,303.7,29.0
2025-04-19,72.7,55.3,88.8,38.5,32.7,9.5,308.9,28.6
2025-04-20,73.2,54.9,90.6,38.7,35.1,8.1,307.2,29.4
2025-04-21,72.9,53.3,89.8,34.4,28.6,7.1,306.1,29.9
2025-04-22,73.3,51.2,92.1,31.3,25.1,7.6,294.1,29.6
2025-04-23,73.8,54.9,91.5,35.6,30.1,13.9,289.9,29.6
2025-04-24,74.4,54.2,93.5,31.4,26.4,8.9,302.1,29.4
2025-04-25,73.7,51.1,92.4,25.2,21.6,8.9,306.0,29.7
2025-04-26,75.7,53.9,94.4,38.4,30.6,6.2,214.3,29.1
2025-04-27,77.6,59.1,96.2,46.8,37.4,8.7,262.9,27.3
2025-04-28,76.0,60.0,91.8,44.6,38.3,10.3,298.3,29.3
2025-04-29,74.5,60.0,88.2,43.7,37.2,11.1,286.4,29.1
2025-04-30,74.7,55.5,90.4,42.3,37.2,9.3,303.0,29.5
2025-05-01,76.5,59.1,92.0,40.1,31.6,17.2,298.0,29.6
2025-05-02,74.9,57.3,89.9,36.7,28.5,11.5,299.4,30.1
2025-05-03,73.6,54.8,91.1,35.9,29.1,11.6,297.9,29.9
2025-05-04,73.4,54.2,91.0,37.4,30.9,8.9,291.5,30.0
2025-05-05,74.3,58.9,88.7,43.1,36.6,8.9,294.2,29.5
2025-05-06,73.4,54.1,89.7,39.4,33.0,10.2,282.5,30.0
2025-05-07,74.1,54.5,91.8,40.1,34.8,9.7,291.4,29.4
2025-05-08,78.0,58.0,97.8,41.8,33.9,11.1,293.7,29.8
2025-05-09,76.2,56.6,92.2,34.8,28.4,10.3,306.2,30.6
2025-05-10,77.5,66.6,91.5,48.5,38.5,9.4,59.4,27.6
2025-05-11,77.1,64.1,89.9,49.9,43.3,22.4,307.5,25.0
2025-05-12,77.1,61.4,90.2,47.0,38.8,10.3,283.5,29.6
2025-05-13,77.1,58.7,92.6,39.9,31.2,12.8,303.6,30.1
2025-05-14,76.5,57.4,94.7,38.4,30.7,9.7,301.5,30.0
2025-05-15,78.2,56.8,98.3,35.4,25.5,6.7,303.9,29.9
2025-05-16,78.8,59.2,97.2,39.6,28.3,8.5,292.7,29.9
2025-05-17,78.7,60.5,95.9,45.1,33.8,8.5,306.8,28.7
2025-05-18,78.6,62.3,93.3,49.5,40.3,10.7,277.1,28.0
2025-05-19,77.1,58.4,93.3,46.3,37.7,9.0,292.0,29.3
2025-05-20,78.8,61.1,93.8,45.6,33.8,6.3,295.6,29.5
2025-05-21,80.3,63.2,97.4,47.5,34.3,10.7,224.2,28.2
2025-05-22,77.7,64.3,93.8,53.1,46.5,8.5,334.0,24.7
2025-05-23,75.8,65.0,93.3,55.6,52.8,6.7,144.7,26.4
2025-05-24,77.0,65.9,90.6,52.8,46.5,6.3,173.7,28.0
2025-05-25,77.1,65.9,91.7,55.0,50.3,7.1,169.1,25.5
2025-05-26,76.9,64.7,90.6,54.4,50.8,7.1,218.2,27.5
2025-05-27,77.7,61.4,92.0,47.9,41.4,10.3,293.1,29.6
2025-05-28,76.6,63.4,90.5,51.2,44.8,7.1,254.7,27.8
2025-05-29,71.8,61.8,80.0,57.2,61.9,6.2,221.3,15.3
2025-05-30,73.3,64.8,85.2,55.6,57.2,8.1,125.4,15.6
2025-05-31,74.1,65.6,85.6,57.7,59.2,8.9,248.6,11.2
