datetime,temp,tempmin,tempmax,dew,humidity,windspeed,winddir,solarenergy
2020-01-01,62.0,54.1,71.5,51.0,70.4,18.6,198.5,9.3
2020-01-02,57.1,47.9,67.2,47.9,74.1,17.7,234.4,15.7
2020-01-03,53.3,35.5,73.3,36.2,60.8,8.1,297.2,17.4
2020-01-04,53.1,39.1,69.5,29.1,45.3,13.4,60.8,15.3
2020-01-05,53.3,32.1,73.3,25.3,40.3,11.9,69.7,19.1
2020-01-06,55.7,37.1,75.1,29.9,44.1,9.2,28.8,18.3
2020-01-07,58.6,44.5,76.9,33.5,45.0,12.3,89.4,12.4
2020-01-08,57.4,40.4,76.4,38.0,52.5,7.8,65.2,17.3
2020-01-09,61.1,44.3,77.6,44.4,57.7,9.2,263.2,17.3
2020-01-10,61.2,46.3,77.1,41.9,55.7,9.4,254.4,16.0
2020-01-11,62.5,46.5,79.8,38.9,47.1,6.9,142.3,19.4
2020-01-12,61.0,42.7,78.7,41.3,53.3,11.4,345.3,14.1
2020-01-13,62.5,44.5,80.1,42.3,52.1,5.8,36.1,17.5
2020-01-14,62.0,42.9,80.7,41.9,52.4,7.2,6.6,17.1
2020-01-15,64.4,51.0,79.8,45.8,53.2,6.9,75.3,14.0
2020-01-16,65.2,51.5,79.6,49.3,59.8,6.3,291.2,15.5
2020-01-17,65.6,53.5,77.0,50.9,63.1,6.3,333.3,14.8
2020-01-18,64.9,50.1,78.9,49.6,61.4,7.2,25.8,13.1
2020-01-19,66.4,57.0,78.9,50.8,60.0,11.2,75.5,14.8
2020-01-20,64.2,52.7,78.7,49.4,61.7,11.4,70.2,15.4
2020-01-21,63.1,48.5,77.4,46.3,58.7,8.1,83.2,16.9
2020-01-22,64.6,53.1,77.1,47.1,59.8,15.0,256.8,19.2
2020-01-23,60.1,52.4,69.5,47.0,64.7,4.9,215.7,10.6
2020-01-24,61.3,44.5,75.6,46.2,62.0,5.6,198.6,17.7
2020-01-25,63.3,55.3,74.9,49.9,65.7,10.7,230.1,13.6
2020-01-26,61.9,53.3,73.3,48.5,65.5,11.4,264.5,14.6
2020-01-27,58.7,44.6,75.6,40.8,60.0,6.9,257.3,19.8
2020-01-28,58.3,43.8,77.4,37.2,53.9,10.3,272.2,19.2
2020-01-29,60.1,42.7,78.7,34.1,45.6,16.1,184.5,19.5
2020-01-30,58.0,49.9,72.1,46.0,67.2,15.4,232.2,11.7
2020-01-31,58.2,46.3,73.5,38.6,57.5,11.4,241.4,9.4
2020-02-01,58.2,49.0,69.2,35.4,44.6,10.3,43.3,7.6
2020-02-02,59.1,47.7,72.8,44.1,59.3,9.2,241.6,5.9
2020-02-03,55.0,50.3,61.6,51.3,87.7,13.2,231.4,5.9
2020-02-04,59.7,48.5,69.7,52.7,79.5,13.4,223.0,14.7
2020-02-05,59.2,50.3,69.9,52.4,80.3,17.9,239.3,13.2
2020-02-06,57.6,39.1,74.0,37.4,56.9,7.6,288.3,20.4
2020-02-07,59.4,39.1,80.5,35.5,48.0,15.0,246.1,19.3
2020-02-08,60.2,40.9,79.6,41.6,58.4,7.2,210.0,22.1
2020-02-09,63.3,46.5,80.9,49.6,66.2,16.1,237.4,20.4
2020-02-10,64.4,48.1,80.0,50.0,66.4,10.1,259.8,19.1
2020-02-11,64.8,50.6,82.1,49.9,65.0,12.1,250.1,19.3
2020-02-12,61.7,49.9,75.3,47.4,63.4,24.2,263.7,13.5
2020-02-13,61.5,44.5,78.3,43.7,56.7,11.0,241.8,19.1
2020-02-14,65.0,48.3,80.9,44.2,49.8,6.9,188.8,21.4
2020-02-15,65.7,50.1,81.8,47.8,56.6,11.4,315.0,17.8
2020-02-16,67.6,51.7,85.4,47.0,52.0,8.1,342.3,21.1
2020-02-17,69.0,51.7,87.9,45.7,49.7,6.3,303.4,21.4
2020-02-18,70.3,53.7,87.9,47.6,51.1,8.1,269.6,22.6
2020-02-19,69.8,53.5,87.9,48.1,53.4,6.0,291.0,22.2
2020-02-20,70.6,52.8,87.9,44.0,44.7,9.2,337.0,23.4
2020-02-21,69.0,56.6,84.6,48.6,51.3,13.4,102.0,20.5
2020-02-22,69.5,56.6,84.5,48.5,50.5,7.2,326.1,19.8
2020-02-23,67.8,55.7,83.4,46.2,51.7,16.1,300.8,21.8
2020-02-24,67.1,50.3,84.5,41.8,46.6,11.4,287.8,23.8
2020-02-25,65.2,51.9,80.7,43.2,51.0,18.3,281.5,18.2
2020-02-26,63.8,46.3,81.8,40.8,48.0,7.8,240.0,22.0
2020-02-27,62.0,47.2,79.8,40.1,48.0,9.6,78.1,23.4
2020-02-28,66.1,49.9,84.1,45.1,52.8,6.9,322.7,23.5
2020-02-29,67.9,51.5,85.6,44.3,46.5,10.3,308.6,24.2
2020-03-01,67.7,51.7,85.7,47.8,53.4,16.1,286.6,22.6
2020-03-02,68.7,48.1,87.3,40.9,47.0,20.8,269.5,24.0
2020-03-03,66.1,51.9,83.2,40.8,44.9,15.9,234.9,23.5
2020-03-04,64.4,49.5,79.4,43.7,53.9,15.0,239.8,21.1
2020-03-05,66.2,50.9,83.6,44.2,49.4,5.4,181.5,17.4
2020-03-06,66.8,51.5,80.9,42.4,43.2,13.9,95.0,18.7
2020-03-07,67.3,53.5,81.1,43.7,44.6,8.7,71.3,18.7
2020-03-08,68.4,55.3,84.6,49.6,55.0,11.4,314.5,18.9
2020-03-09,69.5,57.1,81.2,52.8,58.6,4.9,296.4,16.6
2020-03-10,72.0,56.9,86.6,50.1,49.0,6.0,324.2,18.9
2020-03-11,72.8,56.9,89.5,47.7,44.7,8.1,337.0,23.7
2020-03-12,71.8,56.8,87.5,42.2,38.6,12.8,284.4,19.7
2020-03-13,71.4,57.1,88.6,46.4,46.6,11.4,299.2,23.5
2020-03-14,71.4,57.6,90.4,46.9,46.5,8.1,291.6,22.7
2020-03-15,73.1,60.7,90.1,50.8,50.1,11.0,255.3,21.1
2020-03-16,72.3,58.1,88.8,50.9,52.8,11.4,311.5,21.0
2020-03-17,70.6,53.5,87.7,49.5,52.8,12.8,274.9,22.4
2020-03-18,70.9,55.4,88.8,48.7,51.8,13.9,272.8,25.5
2020-03-19,70.6,51.9,89.0,44.3,45.8,15.7,271.8,25.9
2020-03-20,71.1,53.5,89.7,44.1,47.8,8.1,303.3,24.7
2020-03-21,71.7,57.1,87.9,48.4,48.0,10.3,300.1,23.6
2020-03-22,75.5,59.1,93.5,44.8,37.9,22.4,319.9,24.7
2020-03-23,74.6,57.0,93.8,42.9,38.4,10.3,281.3,24.2
2020-03-24,74.5,55.5,94.9,41.8,38.4,16.1,272.0,24.0
2020-03-25,74.3,55.4,94.0,38.8,33.0,15.0,278.2,24.5
2020-03-26,74.9,55.5,95.8,45.2,41.5,13.9,252.5,26.0
2020-03-27,72.4,58.4,89.5,42.5,42.8,16.1,264.5,25.6
2020-03-28,71.7,53.7,90.8,35.4,31.1,13.9,262.6,25.4
2020-03-29,73.7,55.3,90.4,40.3,33.7,6.9,257.7,27.4
2020-03-30,72.8,58.7,90.8,42.7,37.7,8.5,228.8,24.4
2020-03-31,73.3,51.7,92.7,43.8,39.5,12.8,277.4,25.6
2020-04-01,72.8,57.8,90.4,45.2,41.7,14.8,256.0,23.8
2020-04-02,72.5,53.7,90.4,42.6,41.4,13.0,257.6,26.8
2020-04-03,72.5,55.0,91.1,40.4,34.6,13.2,250.8,25.2
2020-04-04,72.0,57.1,91.5,38.1,34.9,14.1,236.4,27.3
2020-04-05,71.2,54.2,90.8,35.4,32.6,11.2,237.2,23.1
2020-04-06,71.4,51.7,89.5,36.4,33.4,12.8,235.5,25.4
2020-04-07,71.0,46.5,91.8,36.5,35.7,13.6,219.5,25.2
2020-04-08,73.6,53.7,93.1,33.8,27.3,15.0,257.2,26.3
2020-04-09,73.9,53.5,92.6,33.9,28.8,18.3,269.4,28.8
2020-04-10,74.3,53.7,93.3,37.3,32.3,16.1,266.6,27.6
2020-04-11,72.6,53.5,92.0,39.7,36.2,17.2,264.5,23.1
2020-04-12,71.7,56.1,89.5,36.6,31.1,19.7,255.3,26.5
2020-04-13,71.4,49.9,89.9,32.3,28.7,15.0,263.9,25.6
2020-04-14,71.4,49.9,93.3,26.6,23.6,15.0,240.4,26.7
2020-04-15,73.4,50.1,94.6,28.8,22.7,13.9,258.3,26.9
2020-04-16,74.8,51.7,94.2,32.6,24.4,12.1,226.4,28.7
2020-04-17,75.3,56.6,94.0,40.3,30.1,13.0,248.3,25.5
2020-04-18,74.1,57.1,91.1,45.9,39.2,16.1,269.4,22.6
2020-04-19,76.1,57.9,94.0,48.2,42.6,15.0,280.2,27.9
2020-04-20,74.2,56.4,93.8,41.5,37.4,15.0,298.9,25.4
2020-04-21,76.1,57.1,96.3,35.3,27.5,11.4,282.1,25.9
2020-04-22,74.7,57.3,89.7,35.7,28.5,11.6,282.9,22.2
2020-04-23,75.9,59.0,94.6,36.1,26.7,14.5,278.4,24.7
2020-04-24,73.4,52.1,94.4,20.8,18.2,13.9,296.4,27.4
2020-04-25,75.3,53.5,96.2,33.9,27.1,11.4,201.9,27.3
2020-04-26,77.6,57.3,95.6,37.4,25.5,9.4,225.6,26.0
2020-04-27,76.2,63.4,93.8,42.9,33.5,11.4,310.1,22.0
2020-04-28,75.4,58.2,89.9,35.9,27.0,17.2,295.9,21.8
2020-04-29,74.6,55.3,93.1,24.8,19.1,13.9,294.5,26.9
2020-04-30,74.4,60.9,94.0,39.5,31.7,16.1,81.4,22.9
2020-05-01,76.3,57.0,92.7,44.5,36.5,10.1,279.0,25.0
2020-05-02,76.0,51.9,93.8,43.6,37.1,17.2,290.4,26.0
2020-05-03,77.7,59.1,96.0,40.3,30.3,16.1,273.0,23.6
2020-05-04,77.2,64.4,92.4,48.5,39.1,9.5,300.9,17.8
2020-05-05,76.5,60.2,93.6,50.2,45.9,19.7,20.1,24.8
2020-05-06,73.4,60.7,87.0,54.5,55.3,11.0,56.9,21.3
2020-05-07,70.9,59.1,83.4,55.8,62.5,8.7,174.4,19.4
2020-05-08,70.6,58.6,86.3,54.0,60.6,8.1,251.5,19.0
2020-05-09,74.6,60.5,91.8,46.2,43.0,15.0,306.4,26.5
2020-05-10,73.8,57.1,92.6,39.3,34.2,12.8,313.9,27.0
2020-05-11,73.4,55.5,90.8,37.9,31.0,11.6,306.4,26.6
2020-05-12,73.4,54.6,92.2,35.6,29.4,10.7,283.8,26.9
2020-05-13,74.1,56.4,93.8,35.0,29.2,11.6,268.7,26.2
2020-05-14,74.0,55.1,94.2,29.0,25.4,11.4,270.7,29.7
2020-05-15,73.3,53.3,93.1,30.7,25.3,13.6,235.9,28.8
2020-05-16,73.1,55.3,90.6,27.5,23.5,16.1,244.4,28.4
2020-05-17,73.4,51.2,92.7,30.9,24.3,9.4,296.8,27.9
2020-05-18,77.5,56.6,93.8,35.9,26.1,13.9,338.6,26.3
2020-05-19,76.0,58.9,94.9,42.3,35.1,12.3,281.5,25.3
2020-05-20,76.8,59.2,94.4,41.2,31.7,18.3,292.4,25.0
2020-05-21,76.1,58.2,93.3,42.2,34.9,20.8,282.8,25.8
2020-05-22,75.9,57.1,94.0,39.0,33.6,15.0,291.3,28.8
2020-05-23,75.5,55.5,94.4,38.0,33.2,15.0,283.0,27.6
2020-05-24,74.1,54.1,92.9,32.7,28.9,14.1,277.9,28.1
2020-05-25,72.0,53.5,94.2,29.9,30.5,11.4,280.5,26.4
2020-05-26,73.8,53.5,95.1,35.1,30.7,7.6,244.3,23.2
2020-05-27,75.7,54.8,96.2,34.6,30.2,10.3,211.3,26.0
2020-05-28,75.2,53.5,96.5,33.4,29.1,9.8,229.2,24.1
2020-05-29,76.9,61.2,95.1,44.3,34.8,11.0,41.6,23.5
2020-05-30,74.9,64.3,88.6,47.0,39.7,17.2,57.5,18.5
2020-05-31,75.1,62.0,91.5,47.0,40.3,9.6,54.6,22.1
2020-06-01,76.1,64.1,93.5,51.7,46.3,18.3,333.6,18.2
2020-06-02,76.0,64.5,91.7,55.5,53.6,13.9,305.5,17.0
2020-06-03,81.3,64.3,96.7,52.5,41.4,10.3,6.0,23.4
2020-06-04,82.2,67.4,99.2,51.9,40.0,12.8,29.5,23.1
2020-06-05,83.9,68.1,99.1,52.2,37.3,15.0,144.3,25.7
2020-06-06,80.2,67.7,96.9,57.6,51.2,13.9,253.9,23.4
2020-06-07,76.2,65.3,93.1,56.5,53.7,13.9,267.9,18.8
2020-06-08,76.4,62.7,89.0,55.7,52.1,11.4,271.1,16.7
2020-06-09,76.8,62.3,94.4,53.6,49.2,15.0,320.5,21.9
2020-06-10,74.9,60.7,91.1,56.0,55.2,9.2,111.5,16.9
2020-06-11,76.4,65.5,87.7,52.7,46.3,11.4,75.9,13.8
2020-06-12,76.0,65.7,85.9,53.6,48.1,13.9,77.7,18.1
2020-06-13,76.4,61.6,92.6,45.1,37.9,13.4,90.6,26.5
2020-06-14,74.7,60.5,93.5,52.9,52.5,9.2,357.9,27.0
2020-06-15,75.4,62.9,92.9,56.3,57.6,10.5,295.9,25.4
2020-06-16,76.9,63.6,92.6,52.4,49.5,11.2,343.0,24.7
2020-06-17,76.9,64.5,92.9,54.4,49.6,30.0,284.5,19.2
2020-06-18,77.2,64.5,94.4,55.4,50.4,10.3,297.5,21.9
2020-06-19,78.1,62.5,94.4,56.0,52.7,16.1,341.6,21.9
2020-06-20,74.7,67.0,88.8,59.4,61.5,9.4,274.6,14.3
2020-06-21,72.3,65.0,86.6,59.8,66.9,11.7,289.9,13.8
2020-06-22,73.2,63.4,87.7,59.9,67.1,6.7,273.4,23.4
2020-06-23,72.0,62.7,85.6,60.0,69.5,9.2,288.6,17.3
2020-06-24,69.4,60.7,79.1,59.5,72.7,4.9,248.2,12.5
2020-06-25,68.6,62.7,78.3,59.4,74.3,5.8,155.2,14.2
2020-06-26,69.4,61.8,80.9,60.3,74.9,10.7,124.8,14.1
2020-06-27,72.4,61.4,87.2,58.4,66.7,6.9,192.7,20.2
2020-06-28,72.9,60.7,86.1,58.5,64.8,11.4,222.0,22.4
2020-06-29,71.6,61.4,86.3,59.1,68.7,5.8,269.4,19.3
2020-06-30,72.5,63.6,82.8,62.2,72.4,10.3,293.6,19.5
2020-07-01,70.1,65.6,80.0,61.9,76.4,8.1,236.3,12.6
2020-07-02,69.6,60.7,78.4,60.8,75.7,6.9,283.2,12.3
2020-07-03,71.1,58.9,83.6,58.5,67.7,16.1,87.6,20.8
2020-07-04,72.4,60.9,85.4,57.0,62.2,9.2,355.3,21.8
2020-07-05,72.7,64.1,86.1,59.7,66.5,6.0,262.3,19.2
2020-07-06,73.8,63.8,89.0,60.5,67.5,6.9,299.6,17.1
2020-07-07,70.2,62.7,82.1,61.2,75.1,6.9,219.8,10.3
2020-07-08,69.0,63.4,77.8,61.0,77.1,6.9,209.4,13.5
2020-07-09,69.2,60.7,79.8,59.8,74.3,5.8,190.0,17.6
2020-07-10,71.0,60.7,84.3,59.7,71.0,7.4,16.4,14.9
2020-07-11,73.8,62.0,86.1,57.2,60.9,13.9,79.2,18.4
2020-07-12,70.3,64.3,83.8,62.0,77.5,11.4,135.5,15.3
2020-07-13,71.1,60.2,86.1,61.0,74.3,9.0,309.5,15.2
2020-07-14,72.2,61.2,86.1,60.3,69.2,8.1,288.1,16.0
2020-07-15,70.7,61.1,82.5,60.9,73.6,12.8,267.8,14.7
2020-07-16,69.0,63.0,82.6,60.8,77.5,7.8,266.1,11.6
2020-07-17,70.0,62.5,82.5,57.2,67.7,9.2,274.4,16.7
2020-07-18,68.7,60.2,82.5,60.4,77.0,9.2,273.4,15.2
2020-07-19,69.7,58.4,83.9,58.9,71.5,6.9,327.5,20.5
2020-07-20,71.1,59.7,83.2,58.1,67.5,7.6,282.0,24.1
2020-07-21,71.8,60.3,85.0,55.5,62.3,10.3,296.6,25.8
2020-07-22,71.7,61.2,83.4,58.5,66.2,8.5,277.5,23.6
2020-07-23,69.6,63.4,80.2,61.2,76.8,4.7,313.0,12.5
2020-07-24,69.8,60.7,82.5,58.7,72.1,10.3,274.2,17.8
2020-07-25,71.0,63.6,84.3,61.7,75.3,5.1,274.6,18.0
2020-07-26,70.0,62.0,80.7,63.0,80.3,6.9,245.9,16.3
2020-07-27,69.7,62.9,79.8,60.6,75.5,8.1,243.2,13.1
2020-07-28,69.3,62.0,82.6,61.5,78.2,5.6,301.7,16.5
2020-07-29,66.5,60.7,71.6,62.4,87.3,15.0,5.8,9.7
2020-07-30,69.9,61.6,81.2,61.2,76.4,9.2,235.8,19.8
2020-07-31,69.4,58.9,78.3,62.4,79.9,9.4,47.3,15.3
2020-08-01,69.4,62.5,82.1,61.4,78.2,7.8,161.0,14.6
2020-08-02,70.9,60.7,82.7,61.0,73.6,6.7,351.0,19.4
2020-08-03,71.2,62.6,83.9,61.2,72.9,9.2,14.7,18.2
2020-08-04,72.4,63.9,85.4,61.6,71.5,6.9,53.6,18.9
2020-08-05,71.5,64.1,86.3,63.2,76.9,7.1,234.1,17.3
2020-08-06,71.9,61.9,85.2,62.2,74.0,4.9,134.5,19.1
2020-08-07,73.7,62.5,85.6,61.7,69.3,8.9,63.3,24.2
2020-08-08,73.1,62.7,83.9,59.9,65.8,15.0,82.5,19.9
2020-08-09,69.2,64.3,78.5,61.2,77.2,12.8,105.9,10.7
2020-08-10,69.9,62.5,82.7,60.1,73.4,6.9,78.1,18.1
2020-08-11,69.0,60.7,82.3,61.9,79.7,6.9,59.3,22.8
2020-08-12,69.8,62.0,83.6,61.4,77.4,10.3,99.3,18.4
2020-08-13,67.1,60.9,78.9,60.8,81.9,9.8,110.0,11.6
2020-08-14,69.8,60.7,82.7,61.0,76.1,5.6,13.7,21.2
2020-08-15,70.8,60.0,84.8,59.0,70.2,6.9,63.7,21.5
2020-08-16,67.8,57.1,80.7,57.9,72.5,9.2,68.8,17.3
2020-08-17,68.9,61.4,80.3,59.7,74.4,18.3,97.3,18.2
2020-08-18,66.7,61.1,74.0,60.2,80.7,8.1,129.4,13.9
2020-08-19,67.5,58.0,77.1,58.9,75.7,10.3,280.0,17.2
2020-08-20,69.0,60.0,82.1,59.8,74.9,6.9,321.4,17.0
2020-08-21,70.1,62.3,82.7,62.6,79.1,5.4,297.7,16.6
2020-08-22,71.5,64.3,85.2,61.5,73.0,6.3,295.1,18.1
2020-08-23,71.8,62.5,83.6,61.7,73.2,8.1,9.0,19.7
2020-08-24,70.1,61.2,82.7,60.9,75.4,20.8,75.6,19.5
2020-08-25,71.5,62.7,80.7,60.8,70.8,11.9,82.3,20.9
2020-08-26,70.5,61.6,81.2,60.8,73.2,15.0,91.7,19.3
2020-08-27,69.3,64.3,79.4,63.3,82.3,9.6,156.8,12.9
2020-08-28,68.7,62.3,78.4,61.1,78.0,10.5,272.6,12.5
2020-08-29,68.9,61.1,81.6,62.8,82.4,13.9,303.8,19.0
2020-08-30,69.1,63.4,81.2,64.1,85.7,6.0,308.1,13.5
2020-08-31,69.6,60.9,83.6,62.2,79.6,6.9,208.2,18.1
2020-09-01,71.2,63.6,82.5,61.3,73.6,11.4,238.7,21.5
2020-09-02,70.6,62.0,84.5,62.3,78.2,5.8,302.2,19.5
2020-09-03,73.0,62.5,86.6,61.1,70.1,6.9,23.8,24.4
2020-09-04,71.9,60.0,83.7,59.0,66.7,11.6,69.6,23.1
2020-09-05,70.5,60.2,81.2,57.5,64.9,14.8,71.6,17.3
2020-09-06,68.8,61.4,80.9,61.4,78.6,6.0,88.9,13.5
2020-09-07,68.7,62.1,79.8,61.7,80.0,9.2,89.4,16.7
2020-09-08,68.7,62.5,80.0,62.2,81.3,5.6,274.1,13.6
2020-09-09,70.4,62.5,82.1,61.4,75.5,6.9,219.4,19.2
2020-09-10,70.0,64.5,81.8,63.1,80.7,5.4,147.6,15.6
2020-09-11,69.9,62.7,82.7,62.8,80.3,6.7,102.1,14.4
2020-09-12,68.3,62.5,80.0,62.7,83.4,9.2,223.8,15.5
2020-09-13,68.5,62.5,80.7,62.7,83.4,4.7,294.4,15.6
2020-09-14,70.5,60.7,81.8,60.6,74.0,10.1,52.9,24.1
2020-09-15,70.6,60.7,81.3,61.3,74.5,9.2,88.5,19.6
2020-09-16,68.6,63.9,77.4,62.4,81.9,10.3,223.2,13.5
2020-09-17,69.0,63.4,79.8,62.5,81.4,5.8,259.4,16.8
2020-09-18,69.3,63.4,79.4,61.9,79.6,11.4,43.4,13.9
2020-09-19,69.4,62.5,80.3,59.5,72.3,11.4,102.1,17.0
2020-09-20,68.6,60.3,77.6,59.8,75.1,8.1,98.4,18.4
2020-09-21,68.2,63.2,77.1,61.7,81.2,8.1,238.1,14.5
2020-09-22,69.8,62.3,83.0,62.9,81.5,6.7,321.5,17.7
2020-09-23,70.7,62.9,84.8,58.9,70.1,4.7,318.7,20.0
2020-09-24,70.1,60.3,83.6,57.1,68.0,5.8,265.4,20.7
2020-09-25,68.5,60.5,80.7,60.0,76.5,3.4,284.6,14.4
2020-09-26,68.6,59.1,83.4,59.6,75.6,4.7,279.7,18.2
2020-09-27,70.3,62.0,84.8,61.0,75.1,7.7,287.9,18.4
2020-09-28,68.6,63.9,77.6,63.0,83.3,8.0,267.7,15.8
2020-09-29,68.2,58.9,79.7,56.4,69.0,15.2,82.3,21.6
2020-09-30,64.5,51.7,78.8,50.2,63.8,13.9,86.8,23.6
2020-10-01,65.8,51.7,82.1,47.3,57.5,10.3,64.1,23.2
2020-10-02,62.6,47.2,79.4,43.4,53.9,16.3,81.6,25.0
2020-10-03,63.1,47.4,80.7,44.6,56.2,12.1,76.2,24.5
2020-10-04,65.0,50.4,83.6,49.1,60.1,8.5,77.1,22.7
2020-10-05,63.0,47.6,79.1,42.1,50.8,12.3,72.1,21.6
2020-10-06,62.2,45.6,80.0,41.1,50.7,8.9,82.4,19.1
2020-10-07,66.8,52.2,83.9,44.5,48.3,10.3,84.4,21.1
2020-10-08,66.5,51.7,83.6,47.0,54.4,6.9,45.4,21.3
2020-10-09,68.1,55.5,84.6,55.3,68.4,6.0,283.7,18.9
2020-10-10,71.1,61.4,83.9,58.8,70.2,6.9,296.0,20.1
2020-10-11,70.6,62.5,82.8,60.8,74.2,5.8,254.0,17.0
2020-10-12,70.4,60.7,84.3,59.4,70.8,9.2,183.7,15.3
2020-10-13,71.1,60.1,84.5,58.8,69.4,8.1,148.5,20.4
2020-10-14,70.9,60.7,82.9,60.6,73.2,6.9,321.8,18.4
2020-10-15,71.5,62.5,86.6,61.0,73.5,8.1,4.3,20.7
2020-10-16,70.3,57.1,81.8,53.5,61.2,15.2,80.4,19.8
2020-10-17,67.1,55.3,81.9,51.4,60.9,10.3,73.8,18.8
2020-10-18,69.7,58.2,85.0,55.9,66.0,5.1,321.3,18.7
2020-10-19,70.9,61.4,85.2,58.0,68.7,6.5,1.6,18.7
2020-10-20,70.6,60.7,85.4,56.9,66.0,6.9,267.4,17.4
2020-10-21,70.2,58.9,85.2,53.9,61.7,7.6,79.5,18.1
2020-10-22,70.6,62.3,85.4,58.6,68.5,8.1,270.6,16.5
2020-10-23,70.4,62.5,84.8,60.4,73.9,5.1,290.7,14.3
2020-10-24,71.1,58.4,86.6,52.6,59.2,11.0,69.9,21.0
2020-10-25,69.4,55.4,84.3,53.0,60.4,5.8,18.4,17.6
2020-10-26,70.9,58.9,86.6,57.5,69.5,6.7,295.7,16.4
2020-10-27,70.2,60.0,83.9,57.5,69.4,8.9,283.2,20.0
2020-10-28,68.7,58.2,83.4,55.2,67.5,8.1,281.9,20.5
2020-10-29,68.6,54.4,84.3,54.0,66.0,4.9,317.2,18.2
2020-10-30,67.7,56.0,81.2,50.5,56.9,13.2,76.0,19.2
2020-10-31,66.8,53.1,83.6,48.3,56.8,11.4,59.4,19.1
2020-11-01,69.0,56.4,85.4,48.8,54.6,12.1,72.7,19.2
2020-11-02,63.2,50.6,78.7,40.6,47.3,16.8,72.6,20.4
2020-11-03,61.5,45.9,79.2,40.9,51.2,12.5,69.2,21.5
2020-11-04,62.8,47.7,82.8,43.6,53.7,9.8,71.0,20.0
2020-11-05,62.4,44.5,81.9,35.9,42.0,11.9,84.1,21.3
2020-11-06,61.0,44.7,80.9,43.1,56.6,11.6,91.0,19.6
2020-11-07,64.2,48.3,83.4,47.8,60.0,6.9,171.3,20.3
2020-11-08,66.2,53.0,83.9,49.8,62.6,5.8,256.1,20.5
2020-11-09,66.7,48.1,85.2,48.6,58.9,7.6,262.7,20.3
2020-11-10,65.5,49.9,85.2,51.1,66.5,7.2,301.0,18.5
2020-11-11,66.3,49.4,83.6,50.2,61.8,7.6,247.4,19.6
2020-11-12,67.5,50.9,84.8,52.7,64.2,6.5,224.8,18.6
2020-11-13,68.9,53.0,85.9,54.5,67.2,6.0,243.4,19.5
2020-11-14,67.6,53.7,83.2,50.5,59.1,5.4,272.0,18.1
2020-11-15,69.1,53.9,86.8,48.9,53.8,9.2,75.5,18.5
2020-11-16,66.6,48.1,82.5,46.1,52.5,15.7,82.3,18.6
2020-11-17,65.8,51.5,81.4,47.3,54.7,17.2,80.3,17.9
2020-11-18,65.3,51.7,80.9,46.9,54.7,15.0,71.4,18.3
2020-11-19,63.9,49.4,80.1,41.3,49.8,14.5,76.5,20.3
2020-11-20,63.4,46.1,82.8,41.9,49.6,10.3,76.0,18.8
2020-11-21,65.8,50.9,82.8,50.3,61.8,10.3,71.9,18.4
2020-11-22,64.8,48.1,82.7,45.3,55.7,9.4,80.9,19.4
2020-11-23,63.3,44.7,81.2,46.1,57.5,9.6,78.1,18.0
2020-11-24,66.3,46.3,83.7,46.1,52.0,6.9,291.4,18.0
2020-11-25,67.0,49.9,85.0,45.9,52.2,5.1,332.1,18.3
2020-11-26,68.9,49.9,87.0,47.5,50.9,7.4,272.1,19.5
2020-11-27,68.5,56.2,85.9,49.1,54.8,6.0,301.7,17.4
2020-11-28,67.4,48.1,85.7,47.1,53.5,8.1,276.0,18.4
2020-11-29,66.4,49.9,84.3,48.7,59.0,11.4,257.8,18.5
2020-11-30,65.6,48.1,82.5,50.3,62.6,8.1,257.2,18.5
2020-12-01,63.9,52.4,79.2,49.6,65.4,15.0,232.3,19.2
2020-12-02,61.1,44.5,78.3,46.2,64.3,13.9,252.3,17.4
2020-12-03,62.9,50.1,78.0,49.2,65.7,13.2,216.1,18.2
2020-12-04,61.9,55.5,75.3,53.6,76.3,16.1,207.1,10.5
2020-12-05,62.6,53.7,77.1,51.9,71.3,15.0,254.5,15.3
2020-12-06,61.5,53.5,70.2,51.6,71.7,10.3,231.3,8.7
2020-12-07,62.1,53.1,73.3,50.2,67.1,8.9,88.8,12.7
2020-12-08,63.5,51.7,77.1,48.8,62.0,8.1,219.6,11.3
2020-12-09,64.8,49.9,79.6,46.8,57.0,7.8,164.5,17.2
2020-12-10,65.6,55.3,79.6,51.7,64.8,11.2,262.2,16.1
2020-12-11,63.4,48.1,77.1,49.7,64.2,8.1,307.7,17.4
2020-12-12,63.1,49.9,78.9,48.8,63.3,10.3,280.6,12.7
2020-12-13,64.2,50.1,82.7,45.6,55.5,12.8,229.2,13.3
2020-12-14,63.8,49.9,81.4,45.3,54.7,12.1,214.7,17.0
2020-12-15,62.2,48.4,78.2,45.3,60.1,12.5,249.9,17.5
2020-12-16,60.0,40.9,79.4,41.5,56.8,9.2,219.6,16.6
2020-12-17,61.3,42.7,79.1,42.5,54.3,6.5,210.8,17.5
2020-12-18,61.6,42.7,80.0,41.9,54.0,10.3,226.3,16.2
2020-12-19,63.3,46.5,80.5,41.0,50.4,5.1,282.1,17.7
2020-12-20,64.5,42.9,82.5,38.4,43.7,7.2,71.3,16.9
2020-12-21,62.9,44.7,80.3,40.3,48.0,8.1,161.3,14.3
2020-12-22,62.3,42.9,80.9,40.8,51.7,10.3,292.5,15.8
