name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Tequila, Mexica",2021-12-12,82.5,45.8,63.7,80.5,45.8,63.5,41.3,47.6,0,0,0,,0,0,16.1,5.4,138.1,1016.7,23.8,8,198.7,17.3,8,,2021-12-12T07:22:54,2021-12-12T18:15:43,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-13,81.6,46.3,64.5,80.4,46.3,64.4,45.3,54.3,0,0,0,,0,0,10.3,6.7,287.5,1019.3,16.4,7.1,189.4,16.4,8,,2021-12-13T07:23:30,2021-12-13T18:16:04,0.32,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-14,82.5,44.5,65.6,80.8,44.5,65.4,42.1,47.7,0,0,0,,0,0,14.1,6.7,358.9,1018.5,8.6,7.1,198.8,17.1,8,,2021-12-14T07:24:05,2021-12-14T18:16:27,0.35,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-15,83.6,46.3,64,81.3,46.3,63.9,43.9,51.6,0,0,0,,0,0,11.2,4.5,258.3,1017.4,1.6,7.6,197.6,17,8,,2021-12-15T07:24:39,2021-12-15T18:16:51,0.38,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-16,82.5,44.7,65.1,80.8,44.7,65.1,44.5,50.4,0,0,0,,0,0,15.2,8.9,305,1014.5,16.4,7.5,201.4,17.5,8,,2021-12-16T07:25:13,2021-12-16T18:17:16,0.42,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-17,81.1,48.8,64.4,79.7,48.8,64.3,43.8,50.2,0,0,0,,0,0,23.7,6.7,281.1,1015.2,37.3,7.8,166.1,14.4,8,,2021-12-17T07:25:46,2021-12-17T18:17:41,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-18,76.9,44.5,61.9,76.9,44.5,61.9,45,57.7,0,0,0,,0,0,15.2,6.9,297.8,1017,78.2,7.3,137.8,12,6,,2021-12-18T07:26:19,2021-12-18T18:18:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-19,68.8,54.2,61.7,68.8,54.2,61.7,51,68.6,0.035,100,4.17,rain,0,0,17.9,7.2,217.9,1017.1,78,7,97.8,8.3,6,,2021-12-19T07:26:51,2021-12-19T18:18:36,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-20,74.4,44.5,60.2,74.4,44.5,60.2,47.8,67.8,0,0,0,,0,0,11.9,5.9,53.9,1018.1,56.4,6.5,171.6,15,8,,2021-12-20T07:27:22,2021-12-20T18:19:05,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-21,78,42.7,60.9,78,41.3,60.6,36.9,47.8,0,0,0,,0,0,15.2,6.7,54.3,1017.4,17.7,7.9,210.1,18.2,8,,2021-12-21T07:27:52,2021-12-21T18:19:34,0.59,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-22,80.1,40.4,60.7,80,40.4,60.6,32,40.5,0,0,0,,0,0,11,8.9,336.4,1016.7,2.1,8,206.6,17.8,8,,2021-12-22T07:28:21,2021-12-22T18:20:05,0.62,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-23,84.6,42.9,63.4,81.6,42.9,63,35.2,40.7,0,0,0,,0,0,10.3,4.7,288,1017.1,0,7.1,202.5,17.5,8,,2021-12-23T07:28:50,2021-12-23T18:20:36,0.66,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-24,81.8,42.7,62.5,79.9,42.7,62.2,39.3,47.1,0,0,0,,0,0,17.2,8.9,301,1017.5,0,8.3,200.8,17.5,8,,2021-12-24T07:29:18,2021-12-24T18:21:08,0.69,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-25,84.3,46.5,64.5,81.6,46.5,64.1,40.9,45.8,0,0,0,,0,0,12.5,5.1,291.3,1015.4,1.3,7.9,204.5,17.7,8,,2021-12-25T07:29:44,2021-12-25T18:21:41,0.72,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-26,85.9,44.5,65.7,82.7,44.5,65.1,40.1,43.4,0,0,0,,0,0,12.8,5.1,274.4,1014.9,11.6,8.4,204.3,17.7,8,,2021-12-26T07:30:10,2021-12-26T18:22:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-27,81.6,46.5,63.5,80,46.5,63.4,43.9,53,0,0,0,,0,0,17.9,5.8,279.8,1014.9,2.2,7.6,203.4,17.7,8,,2021-12-27T07:30:35,2021-12-27T18:22:49,0.79,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-28,79.4,42.7,62.7,79.4,42.7,62.7,44.8,56.9,0,0,0,,0,0,21.7,6.7,280.5,1013.6,9.1,7.9,198,17.1,8,,2021-12-28T07:30:59,2021-12-28T18:23:24,0.83,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-29,76.2,44.7,60.8,76.2,42.2,60.7,45.4,61.6,0,0,0,,0,0,16.3,6.7,266,1014.9,26.1,7.3,189.9,16.5,8,,2021-12-29T07:31:22,2021-12-29T18:24:00,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-30,79.6,44.5,62,79.6,44.5,62,45.1,59.7,0,0,0,,0,0,12.5,4.7,281.4,1015.2,9.7,8.1,201.2,17.3,8,,2021-12-30T07:31:43,2021-12-30T18:24:36,0.9,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76612099999,remote,F6804"
"Tequila, Mexica",2021-12-31,79.8,47.6,63.2,79.8,47.6,63.2,44.4,55.4,0,0,0,,0,0,20.4,6.7,248.4,1015.3,8.7,9.1,204.3,17.6,8,,2021-12-31T07:32:04,2021-12-31T18:25:13,0.93,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-01,77.6,44.7,61.8,77.6,44.7,61.8,45.4,60.9,0,0,0,,0,0,20.6,10.3,283.3,1016.1,6.1,7.5,192.4,16.6,7,,2022-01-01T07:32:24,2022-01-01T18:25:50,0.96,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-02,82.3,46.5,61.6,80,46.5,61.5,38,51.2,0,0,0,,0,0,17.4,8.1,17.7,1016.2,2.6,8.7,199.9,17.2,7,,2022-01-02T07:32:42,2022-01-02T18:26:28,0,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-03,78,44.3,59.8,78,44.3,59.6,41.3,52.4,0,0,0,,0,0,16.8,6.7,47.8,1019,10.1,7.9,186.1,15.9,7,,2022-01-03T07:32:59,2022-01-03T18:27:06,0.03,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-04,82.1,44.7,63.2,80.3,44.7,62.9,45.2,57.3,0,0,0,,0,0,19,5.8,276.9,1017.4,1.3,8.8,206.6,17.9,8,,2022-01-04T07:33:15,2022-01-04T18:27:45,0.06,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-05,82.5,42.7,63.5,80.1,42.7,63.2,38.8,48.8,0,0,0,,0,0,21.5,19.7,292.7,1015.1,14.4,8.2,207.1,18.1,8,,2022-01-05T07:33:30,2022-01-05T18:28:24,0.1,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,F0749,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-06,82.5,42.7,63.2,80,42.7,62.8,34,39.5,0,0,0,,0,0,21,11.4,283.5,1013.4,4.4,8.4,199.4,17.3,7,,2022-01-06T07:33:44,2022-01-06T18:29:03,0.13,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-07,82.1,40.9,63.3,80.2,40.9,63,35.3,39.1,0,0,0,,0,0,17.4,6.7,291,1014.8,11.2,8.4,200.8,17.3,8,,2022-01-07T07:33:56,2022-01-07T18:29:43,0.16,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-08,80,44.7,62.8,80,44.7,62.8,37.4,44.6,0,0,0,,0,0,16.6,10.3,286.6,1017.6,62,8.5,192.7,16.6,7,,2022-01-08T07:34:07,2022-01-08T18:30:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-09,79.8,39.1,61.1,79.8,39.1,61.1,32.6,40.2,0,0,0,,0,0,12.8,8.1,298.5,1020.3,29.2,7.7,192.7,16.7,7,,2022-01-09T07:34:17,2022-01-09T18:31:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-10,77.9,44.7,62.8,77.9,44.7,62.8,37.6,41.5,0,0,0,,0,0,22.8,11.4,78,1019.1,85.9,7.1,147.3,12.9,6,,2022-01-10T07:34:26,2022-01-10T18:31:43,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-11,77.1,53.5,64,77.1,53.5,64,45.6,52.6,0,0,0,,0,0,20.1,8.1,70.2,1021.2,78.1,8.6,189.7,16.3,7,,2022-01-11T07:34:33,2022-01-11T18:32:24,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-12,78.9,44.7,63.2,78.9,44.7,63.2,44.4,54.2,0.004,100,4.17,rain,0,0,14.5,5.9,290.2,1020.1,79.8,8.1,194.8,16.9,8,,2022-01-12T07:34:39,2022-01-12T18:33:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-13,81.1,48.1,63.5,79.5,48.1,63.4,40.4,50.1,0,0,0,,0,0,13.9,6.8,333.4,1019,31.9,8,197.2,16.9,8,,2022-01-13T07:34:44,2022-01-13T18:33:45,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-14,82.5,44.7,64.9,80.5,44.7,64.7,38.4,43.8,0,0,0,,0,0,24.6,10.3,269.1,1015.9,0.5,8.2,200,17.3,7,,2022-01-14T07:34:48,2022-01-14T18:34:25,0.39,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-15,82.1,50.5,64.4,80.1,50.5,64.3,44.6,54.7,0,0,0,,0,0,16.1,6.9,273.2,1014.5,18.1,8.7,198.6,17.1,7,,2022-01-15T07:34:50,2022-01-15T18:35:06,0.43,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-16,76.9,46.5,62.7,76.9,46.5,62.7,36.7,40.7,0,0,0,,0,0,15.2,11.2,305.1,1016.3,44.9,7.7,197.5,17.1,8,,2022-01-16T07:34:50,2022-01-16T18:35:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-17,78.9,48.1,62.4,78.9,48.1,62.4,46.1,59.2,0.004,100,4.17,rain,0,0,22.4,8.9,284.1,1016.9,27.1,7.7,205.9,17.9,8,,2022-01-17T07:34:50,2022-01-17T18:36:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-18,80.1,48.2,62.3,79.4,48.2,62.2,42.6,56.5,0,0,0,,0,0,19.9,9.2,269.4,1015.5,13.9,9.1,210.8,18.1,8,,2022-01-18T07:34:48,2022-01-18T18:37:08,0.53,Clear,Clear conditions throughout the day.,clear-day,"76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-19,78.7,42.7,61.8,78.7,42.7,61.8,34.8,44.6,0,0,0,,0,0,16.1,13.9,318.2,1016.7,68.9,8.8,192.7,16.7,8,,2022-01-19T07:34:45,2022-01-19T18:37:48,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-20,76.6,46.5,61.7,76.6,46.5,61.7,34.2,40.3,0,0,0,,0,0,18.6,16.1,307.4,1017,91.7,7.3,116.5,10.3,5,,2022-01-20T07:34:40,2022-01-20T18:38:28,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-21,72.2,54.1,63.7,72.2,54.1,63.7,37.8,39.8,0,0,0,,0,0,19,12.8,290,1015.5,81.9,8.7,106,9.1,5,,2022-01-21T07:34:34,2022-01-21T18:39:08,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-22,77.1,44.3,61,77.1,44.3,61,39.5,49.2,0,0,0,,0,0,22.1,8.1,270.1,1017.2,38,7.7,172.4,14.8,7,,2022-01-22T07:34:27,2022-01-22T18:39:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-23,78.9,46.3,62.7,78.9,46.3,62.7,44.2,54.5,0,0,0,,0,0,23.9,18.3,263.8,1017.2,51.6,8.6,168.6,14.4,8,,2022-01-23T07:34:19,2022-01-23T18:40:28,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,remote,F6804"
"Tequila, Mexica",2022-01-24,72.4,53.7,62.6,72.4,53.7,62.6,49.3,64.5,0,0,0,,0,0,28,10.3,251.2,1015.5,89.9,7.6,122.7,10.5,7,,2022-01-24T07:34:09,2022-01-24T18:41:07,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,remote,F6804"
"Tequila, Mexica",2022-01-25,75.6,50.3,62.3,75.6,50.3,62.3,46.9,62.2,0,0,0,,0,0,19,9.2,278.3,1014.2,50,8.6,195,16.8,8,,2022-01-25T07:33:58,2022-01-25T18:41:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-26,77.4,48.3,62.2,77.4,48.3,62.2,43.2,55.6,0,0,0,,0,0,17.2,9.2,281.5,1015.1,46.1,8.8,205.9,17.9,8,,2022-01-26T07:33:45,2022-01-26T18:42:25,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-27,79.6,48.1,64.3,79.6,48.1,64.3,42.7,49.5,0,0,0,,0,0,21.7,9,285.2,1017,61.7,8.6,215.4,18.6,8,,2022-01-27T07:33:32,2022-01-27T18:43:04,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-28,83.7,48.1,65.7,81.1,48.1,65.3,37.8,40.2,0,0,0,,0,0,14.5,6,280.2,1016.1,15.4,9.3,224.7,19.3,8,,2022-01-28T07:33:16,2022-01-28T18:43:42,0.88,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-29,79.6,51.7,63.8,79.6,51.7,63.8,41.1,46.1,0,0,0,,0,0,24.6,8.9,298.9,1018.9,8,9.1,215.9,18.6,9,,2022-01-29T07:33:00,2022-01-29T18:44:19,0.91,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-30,80.7,47.6,64.3,79.6,47.6,64.1,37.2,43.1,0,0,0,,0,0,28.4,12.8,291.5,1016.7,3.6,9.1,226,19.6,9,,2022-01-30T07:32:43,2022-01-30T18:44:57,0.95,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-01-31,79.8,47,63.4,79.8,47,63.4,36.9,43,0,0,0,,0,0,30.9,11.2,280.7,1015.9,0.6,8.6,232.5,20.2,9,,2022-01-31T07:32:24,2022-01-31T18:45:34,0,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-01,78.9,44.7,61.3,78.9,44.7,61.3,31.3,37.2,0,0,0,,0,0,30.4,19.7,287,1012.8,0,9,227.2,19.6,9,,2022-02-01T07:32:04,2022-02-01T18:46:10,0.02,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-02,80,39.1,62.2,80,39.1,62.2,32,36.4,0,0,0,,0,0,28,11.4,272.2,1012.5,0,9,235.2,20.4,9,,2022-02-02T07:31:42,2022-02-02T18:46:47,0.05,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-03,76.7,41.1,61.5,76.7,38,61.4,38.3,45.7,0,0,0,,0,0,29.3,12.8,261.3,1015.3,26.7,8.9,217.3,18.6,8,,2022-02-03T07:31:20,2022-02-03T18:47:22,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-04,77.6,46.3,62.7,77.6,46.3,62.7,41.8,50,0.004,100,4.17,rain,0,0,16.8,6.7,284,1017.5,34.6,8.9,186,16,7,,2022-02-04T07:30:56,2022-02-04T18:47:58,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-05,77.3,51.2,63.3,77.3,51.2,63.3,40.6,46.4,0,0,0,,0,0,19.9,9.2,303.6,1018.4,31.7,8.7,216.4,18.6,9,,2022-02-05T07:30:31,2022-02-05T18:48:32,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-06,78.9,48.3,64.3,78.9,48.3,64.3,43.1,50.9,0,0,0,,0,0,25.3,8.9,281.2,1017,30.4,8.2,229.3,19.7,9,,2022-02-06T07:30:05,2022-02-06T18:49:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-07,75.1,48.9,63.1,75.1,48.9,63.1,43.3,50.9,0.024,100,12.5,rain,0,0,28.6,11.4,288.2,1016.4,48.9,8.8,192.5,16.5,7,,2022-02-07T07:29:38,2022-02-07T18:49:41,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-08,74.6,46.3,59.3,74.6,45.4,59,35.8,44,0,0,0,,0,0,15.2,8.1,10.2,1017.6,11.4,9.2,236.2,20.4,9,,2022-02-08T07:29:09,2022-02-08T18:50:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-09,76.2,39.1,61.3,76.2,39.1,61.3,35.2,40.5,0,0,0,,0,0,20.4,8.9,284.6,1014.9,0.1,9,243.1,21,9,,2022-02-09T07:28:40,2022-02-09T18:50:47,0.28,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-10,76,44.3,60.2,76,43.3,60.1,35.5,43.6,0,0,0,,0,0,22.1,9.2,269.6,1014.4,5.5,8.2,233.5,20.2,8,,2022-02-10T07:28:09,2022-02-10T18:51:19,0.31,Clear,Clear conditions throughout the day.,clear-day,"76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-11,74.6,44.5,59.4,74.6,44.5,59.4,36.2,45.7,0,0,0,,0,0,24.4,12.8,256.6,1014.4,4.9,9,239.1,20.6,9,,2022-02-11T07:27:38,2022-02-11T18:51:51,0.34,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-12,74.2,47.9,59.4,74.2,47.2,59.3,33.5,44.3,0,0,0,,0,0,13.6,8.1,93.2,1017.1,13.4,9.2,232,20.1,9,,2022-02-12T07:27:05,2022-02-12T18:52:23,0.37,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-13,76.9,48.1,61.9,76.9,46.2,61.8,34.4,36.5,0,0,0,,0,0,23.5,9.2,42.2,1020,74,8.4,133,11.4,6,,2022-02-13T07:26:31,2022-02-13T18:52:54,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-14,77.3,54.8,65,77.3,54.8,65,39.8,41.1,0.028,100,4.17,rain,0,0,17.7,9.2,29.9,1018.6,71.2,8.2,196.7,17.2,8,,2022-02-14T07:25:56,2022-02-14T18:53:24,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-15,80.9,46.5,65,79.3,46.5,64.9,42.6,49.2,0,0,0,,0,0,22.8,13.4,302.6,1017.7,19.2,8.7,226.2,19.4,8,,2022-02-15T07:25:21,2022-02-15T18:53:54,0.47,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexica",2022-02-16,80.7,49.7,65.9,79.2,49.7,65.7,42.3,47.1,0,0,0,,0,0,30.2,15,291.6,1018.2,1.8,9,238.8,20.7,9,,2022-02-16T07:24:44,2022-02-16T18:54:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"MMGL,76613399999,76612099999,remote,F6804"
